,conversation_id,conversation_start_time,turn_number,alexaResponseQuality,is_coherent,is_engaging
0,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,0,passable,False,False
1,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,1,passable,False,False
2,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,2,passable,True,True
3,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,3,notGood,False,False
4,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,4,passable,True,True
5,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,5,passable,False,False
6,0bc37e69fedc58ce8047d307b876f277a4a5abe06817d0efbcdad31a778d042d,2019-11-24 23:07:43,6,passable,False,False
7,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,0,passable,False,True
8,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,1,poor,False,False
9,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,2,poor,False,False
10,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,3,poor,False,False
11,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,4,poor,False,False
12,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,5,poor,False,False
13,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,6,poor,False,False
14,38dc440e94342ea17dac60cd8beeabf9c4ef0ddd86144ce80edf849fd2b54156,2019-11-24 17:47:41,7,poor,False,False
15,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,0,passable,True,True
16,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,1,passable,True,True
17,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,2,passable,True,True
18,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,3,passable,True,True
19,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,4,passable,True,True
20,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,5,passable,True,True
21,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,6,passable,True,True
22,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,7,passable,True,True
23,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,8,passable,True,True
24,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,9,passable,True,True
25,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,10,passable,True,True
26,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,11,passable,True,True
27,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,12,passable,True,True
28,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,13,passable,True,True
29,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,14,passable,True,True
30,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,15,passable,True,True
31,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,16,passable,True,True
32,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,17,passable,True,True
33,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,18,passable,True,True
34,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,19,passable,True,True
35,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,20,passable,True,True
36,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,21,passable,True,True
37,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,22,passable,True,True
38,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,23,passable,True,True
39,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,24,passable,True,True
40,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,25,passable,True,True
41,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,26,passable,True,True
42,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,27,passable,True,True
43,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,28,passable,True,True
44,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,29,passable,True,True
45,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,30,passable,True,True
46,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,31,passable,True,True
47,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,32,passable,True,True
48,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,33,passable,True,True
49,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,34,passable,True,True
50,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,35,passable,True,True
51,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,36,passable,True,True
52,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,37,passable,True,True
53,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,38,passable,True,True
54,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,39,passable,True,True
55,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,40,passable,True,True
56,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,41,passable,True,True
57,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,42,passable,True,True
58,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,43,passable,True,True
59,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,44,passable,True,True
60,682925425cc394138da795dec6d3cc28a22ee65036065ac262cd2d3e50b25ea4,2019-11-18 21:00:25,45,passable,True,True
0,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,0,passable,True,False
1,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,1,passable,True,False
2,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,2,notGood,False,False
3,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,3,notGood,False,False
4,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,4,notGood,False,False
5,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,5,notGood,False,False
6,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,6,passable,True,False
7,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,7,notGood,False,False
8,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,8,notGood,False,False
9,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,9,notGood,False,False
10,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,10,notGood,False,False
11,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,11,notGood,False,False
12,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,12,notGood,False,False
13,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,13,notGood,False,False
14,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,14,notGood,False,False
15,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,15,notGood,False,False
16,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,16,notGood,False,False
17,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,17,notGood,False,False
18,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,18,notGood,False,False
19,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,19,notGood,False,False
20,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,20,passable,True,False
21,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,21,notGood,False,False
22,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,22,notGood,False,False
23,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,23,notGood,False,False
24,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,24,passable,True,False
25,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,25,notGood,False,False
26,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,26,passable,True,False
27,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,27,notGood,False,False
28,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,28,notGood,False,False
29,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,29,notGood,False,False
30,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,30,notGood,False,False
31,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,31,notGood,False,False
32,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,32,notGood,False,False
33,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,33,notGood,False,False
34,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,34,passable,True,False
35,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,35,passable,True,False
36,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,36,notGood,False,False
37,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,37,notGood,False,False
38,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,38,notGood,False,False
39,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,39,notGood,False,False
40,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,40,passable,True,False
41,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,41,passable,True,False
42,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,42,notGood,False,False
43,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,43,passable,True,False
44,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,44,notGood,False,False
45,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,45,passable,True,False
46,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,46,notGood,False,False
47,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,47,notGood,False,False
48,bc1a45322fee23ca4b956295401bc8e503e536f4ee6f935fc131ccf177cc90fa,2019-11-17 00:15:47,48,notGood,False,False
0,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,0,passable,False,True
1,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,1,passable,False,True
2,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,2,excellent,True,True
3,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,3,excellent,True,True
4,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,4,notGood,False,True
5,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,5,notGood,False,True
6,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,6,passable,False,True
7,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,7,passable,False,True
8,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,8,poor,False,True
9,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,9,passable,False,True
10,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,10,notGood,False,True
11,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,11,passable,False,True
12,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,12,good,False,True
13,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,13,excellent,True,True
14,37f289bbb77653ec7f824ace682088c1ffe9c60b411b097cbb750ed38c57373a,2019-11-10 08:04:24,14,passable,False,True
15,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,0,passable,True,True
16,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,1,passable,True,True
17,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,2,passable,True,True
18,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,3,passable,True,True
19,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,4,passable,True,True
20,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,5,passable,True,True
21,7efe6f3627641879269a56ceb688e80c4350d73930d964c3e03f6adabd9e78fa,2019-11-10 01:01:26,6,passable,True,True
22,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,0,passable,False,True
23,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,1,passable,False,True
24,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,2,passable,False,True
25,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,3,passable,False,True
26,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,4,passable,False,True
27,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,5,passable,False,True
28,e5a6251d5e935a99b4cd8dd886331497f4061b131b8405b8d2255cf274391d27,2019-11-07 18:51:00,6,passable,False,True
0,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,0,passable,False,False
1,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,1,passable,True,True
2,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,2,passable,False,True
3,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,3,passable,True,True
4,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,4,passable,True,True
5,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,5,passable,True,True
6,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,6,notGood,False,True
7,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,7,poor,False,False
8,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,8,excellent,True,True
9,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,9,passable,True,True
10,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,10,passable,True,True
11,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,11,passable,True,True
12,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,12,passable,True,True
13,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,13,passable,True,True
14,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,14,passable,True,True
15,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,15,passable,True,True
16,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,16,passable,True,True
17,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,17,passable,True,False
18,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,18,passable,True,True
19,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,19,passable,True,True
20,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,20,poor,True,True
21,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,21,passable,True,True
22,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,22,passable,True,True
23,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,23,passable,True,True
24,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,24,passable,True,True
25,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,25,passable,True,True
26,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,26,notGood,False,True
27,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,27,notGood,False,True
28,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,28,passable,True,True
29,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,29,notGood,False,True
30,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,30,notGood,False,True
31,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,31,poor,False,True
32,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,32,notGood,False,True
33,392d8d8e252c531ac37b24507cd4f0bb982bf1e6ec0e40997fff459cac0d8dcd,2019-11-02 05:14:54,33,notGood,False,True
